Epoch,Train Loss,Train Acc,Train Prec,Train Recall,Train F1,Valid Loss,Valid Acc,Valid Prec,Valid Recall,Valid F1
1,1.8202578684953945,0.44513230154767847,0.5153134772015779,0.44513230154767847,0.47546803765115425,1.5983537787600501,0.6269430051813472,0.5093484982229062,0.6269430051813472,0.5542313903712867
2,1.441582932379385,0.6383424862705941,0.5088363306250534,0.6383424862705941,0.555545223983916,1.2198742992519716,0.6476683937823834,0.5134658088025964,0.6476683937823834,0.5409510461791104
3,1.17189769624652,0.6687968047928108,0.5084321555354514,0.6687968047928108,0.5521573048993382,1.0418384198697737,0.6528497409326425,0.4797528087525881,0.6528497409326425,0.5500682391874102
